ZoneNumber,Commodity,BuyingSize,SellingSize,SpecifiedExchange,ImportFunctionMidpoint,ImportFunctionMidpointPrice,ImportFunctionEta,ImportFunctionDelta,ImportFunctionSlope,ExportFunctionMidpoint,ExportFunctionMidpointPrice,ExportFunctionEta,ExportFunctionDelta,ExportFunctionSlope,MonitorExchange
-1,A1-Mgmt Bus,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,Accommodations,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,B1-Prof Specialty,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,B2-Education,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,B3-Health,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,B4-Technical Unskilled,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,C1-Sales Clerical Professionals,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,C2-Sales Service,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,C3-Clerical,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,C4-Sales Clerical Unskilled,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,Capital Transfer Receipts,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,Communications and Utilities,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,Construction,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,D1-Production Specialists,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,D2-MaintConstRepair Specialists,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,D3-ProtectTrans Specialists,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,D4-Blue Collar Unskilled,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,Education Reports to Sponsors,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,Energy,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,Entertainment Services,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,Fire Business and Professional Services,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,FLR Accommodation,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,FLR Agriculture,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,FLR AT,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,FLR Government Support,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,FLR Heavy Industry,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,FLR Hospital,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
-1,FLR Institutional,1,1,TRUE,0,1,0.2,100000,100000,0,1,0.2,0,0,FALSE
